fid,SourceAgency,SourceDataset,SourceFeatureURL,FeatureType,ReachCode,Measure,ReachSMDate,AddressDate,Catchment,HU,OnNetwork,HydroAddressID,GNIS_NAME,GNIS_ID,SnapTolerance,SnapDistance,InSnapTolerance,QCTolerance,InQCTolerance,QCApproved,NHDPv2ReachCode,NHDPv2Measure,Latitude,Longitude,uri,SourceID,state,huc8,reachcode_nhdpv2
1,NA,NA,NA,NA,01010002001452,64.87204415982373,2012-03-07T00:00:00Z,2022-03-01T01:26:08Z,0,,1,78f8fbec-d4e9-4e72-bcf9-32136d391bbb,Allagash River,NA,250,93.1321,1,250,1,1,01010002001002,0,46.49333333,-69.28833333,https://geoconnex.us/iow/demo/ME00237,ME00237,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01010002,https://geoconnex.us/nhdplusv2/reachcode/01010002001002
2,NA,NA,NA,NA,01010004000009,28.082673915760665,2012-03-07T00:00:00Z,2022-03-01T01:26:08Z,0,,1,258ac38a-9b2d-4642-80b0-1de1a8be1a82,Aroostook River,NA,250,5.73634,1,250,1,1,01010004000009,0,46.8489,-68.0015,https://geoconnex.us/iow/demo/ME00227,ME00227,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01010004,https://geoconnex.us/nhdplusv2/reachcode/01010004000009
3,NA,NA,NA,NA,01030003000057,21.349901208628555,2012-03-07T00:00:00Z,2022-03-01T01:26:09Z,0,,1,b98af245-46e2-4acc-a63f-03b4c6dd28b0,Outlet Stream,NA,250,12.4095,1,250,1,1,01010004000561,0.92457,44.484392,-69.622996,https://geoconnex.us/iow/demo/ME00350,ME00350,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01030003,https://geoconnex.us/nhdplusv2/reachcode/01010004000561
4,NA,NA,NA,NA,01010004000561,45.107645733697574,2019-03-19T11:46:26Z,2022-03-01T01:26:10Z,0,,1,f70aedce-b36f-4506-bad7-9686eef967c3,Presque Isle Stream,NA,250,10.0293,1,250,1,1,01010004000561,0.92457,46.681657,-68.017351,https://geoconnex.us/iow/demo/ME00479,ME00479,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01010004,https://geoconnex.us/nhdplusv2/reachcode/01010004000561
5,NA,NA,NA,NA,01020001000177,99.27739413451516,2012-03-07T00:00:00Z,2022-03-01T01:26:13Z,0,,1,a234e7dc-d93b-4dd0-92db-9a9853da8d6f,Dole Brook,NA,250,15.3099,1,250,1,1,01020001002199,0,46.0112,-70.1935,https://geoconnex.us/iow/demo/ME00213,ME00213,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01020001,https://geoconnex.us/nhdplusv2/reachcode/01020001002199
6,NA,NA,NA,NA,01020001006926,5.4540854266793115,2019-03-08T08:36:44Z,2022-03-01T01:26:10Z,0,,1,438e8e40-d6af-4598-b92c-ff50a315a8b2,Duck Brook,NA,250,30.1216,1,250,1,1,01020001002378,0,45.9478,-69.1922,https://geoconnex.us/iow/demo/ME00208,ME00208,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01020001,https://geoconnex.us/nhdplusv2/reachcode/01020001002378
7,NA,NA,NA,NA,01020002002293,0.5122040579266829,2012-03-07T00:00:00Z,2022-03-01T01:26:14Z,0,,1,8f17b672-b09d-445f-9fb8-bf9014d8f934,East Branch Penobscot River,NA,250,16.2516,1,250,1,1,01020002001096,0,46.1411,-68.790438,https://geoconnex.us/iow/demo/ME00180,ME00180,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01020002,https://geoconnex.us/nhdplusv2/reachcode/01020002001096
8,NA,NA,NA,NA,01020002000121,90.27743400330398,2012-03-07T00:00:00Z,2022-03-01T01:26:12Z,0,,1,cdc894eb-cc8e-4459-b36a-d440ffbace44,NA,NA,250,5.80115,1,250,1,1,01020002001118,0,46.14805556,-69.12666667,https://geoconnex.us/iow/demo/ME00197,ME00197,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01020002,https://geoconnex.us/nhdplusv2/reachcode/01020002001118
9,NA,NA,NA,NA,01020003002428,80.77594699900544,2012-03-07T00:00:00Z,2022-03-01T01:26:14Z,0,,1,d80ef8e4-9e84-456e-99c5-d1d4eac0050f,Mattakeunk Stream,NA,250,36.6357,1,250,1,1,01020003000014,0,45.359135,-68.284474,https://geoconnex.us/iow/demo/ME00382,ME00382,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01020003,https://geoconnex.us/nhdplusv2/reachcode/01020003000014
10,NA,NA,NA,NA,01020004000001,2.7565080533840067,2012-03-07T00:00:00Z,2022-03-01T01:26:15Z,0,,1,c8e409b4-bcff-46ad-b533-3906d6c5e73a,Piscataquis River,NA,250,60.8764,1,250,1,1,01020004000001,3.75439,45.2394,-68.6575,https://geoconnex.us/iow/demo/ME00155,ME00155,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01020004,https://geoconnex.us/nhdplusv2/reachcode/01020004000001
11,NA,NA,NA,NA,01020004000206,70.19997186061659,2012-03-07T00:00:00Z,2022-03-01T01:26:15Z,0,,1,7cb793fc-85ca-47be-9c2f-f8d104d226b2,Big Wilson Stream,NA,250,1.57327,1,250,1,1,01020004000206,0,45.452075,-69.532694,https://geoconnex.us/iow/demo/ME00604,ME00604,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01020004,https://geoconnex.us/nhdplusv2/reachcode/01020004000206
12,NA,NA,NA,NA,01020004000243,2.2793325816022265,2012-03-07T00:00:00Z,2022-03-01T01:26:13Z,0,,1,500b9f5d-20a4-4ef8-a83a-33e15adc977d,Piscataquis River,NA,250,4.60062,1,250,1,1,01020004000243,0,45.1837,-69.23,https://geoconnex.us/iow/demo/ME00157,ME00157,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01020004,https://geoconnex.us/nhdplusv2/reachcode/01020004000243
13,NA,NA,NA,NA,01020004000250,25.99967030414671,2012-03-07T00:00:00Z,2022-03-01T01:26:17Z,0,,1,90890031-d163-447c-a9c1-b8de3c9f26e2,Piscataquis River,NA,250,2.12966,1,250,1,1,01020004000250,0,45.168386,-69.385165,https://geoconnex.us/iow/demo/ME00158,ME00158,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01020004,https://geoconnex.us/nhdplusv2/reachcode/01020004000250
14,NA,NA,NA,NA,01020005006958,100,2012-03-07T00:00:00Z,2022-03-01T01:26:13Z,0,,1,e5f28e31-89e4-47ef-81aa-8215f11b32c4,Narramissic River,NA,250,12.2587,1,250,1,1,01020005000004,63.20769,44.592142,-68.721345,https://geoconnex.us/iow/demo/ME00144,ME00144,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01020005,https://geoconnex.us/nhdplusv2/reachcode/01020005000004
15,NA,NA,NA,NA,01020005000434,10.069791758874498,2015-09-21T10:26:26Z,2022-03-01T01:26:14Z,0,,1,2e86105b-abb2-49f7-8b33-d87004a356d8,Marsh Stream,NA,250,6.9349,1,250,1,1,01020005000434,0,44.609096,-68.873128,https://geoconnex.us/iow/demo/ME00149,ME00149,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01020005,https://geoconnex.us/nhdplusv2/reachcode/01020005000434
16,NA,NA,NA,NA,01020005001742,8.897529472102228,2021-06-16T16:22:34Z,2022-03-01T01:26:15Z,0,,1,a6f01d40-8da6-4322-9d0b-ea239e6102a2,Stillwater River,NA,250,38.4692,1,250,1,1,01020005001742,2.97386,44.883277,-68.664883,https://geoconnex.us/iow/demo/ME00138,ME00138,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01020005,https://geoconnex.us/nhdplusv2/reachcode/01020005001742
17,NA,NA,NA,NA,01030001002906,99.28762711687321,2012-03-07T00:00:00Z,2022-03-01T01:26:21Z,0,,1,2b4ff26e-f70b-4c94-b006-7cc9b17a35a4,Lazy Tom Stream,NA,250,1.80207,1,250,1,1,01030001000213,0,45.691504,-69.434125,https://geoconnex.us/iow/demo/ME00405,ME00405,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01030001,https://geoconnex.us/nhdplusv2/reachcode/01030001000213
18,NA,NA,NA,NA,01030002000319,96.53076274024983,2012-03-07T00:00:00Z,2022-03-01T01:26:17Z,0,,1,7358443a-e2ef-48c4-9e9c-312e7aaf2e85,Dead River,NA,250,34.9528,1,250,1,1,01030002002649,0,45.2232,-70.2014,https://geoconnex.us/iow/demo/ME00127,ME00127,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01030002,https://geoconnex.us/nhdplusv2/reachcode/01030002002649
19,NA,NA,NA,NA,01030002000085,84.362875,2014-12-16T14:14:50Z,2022-03-01T01:26:23Z,0,,1,28fa371a-f2f1-418e-b9e3-dcd3924728ab,North Branch Dead River,NA,250,61.9061,1,250,1,1,01030002002778,0,45.31333333,-70.62666667,https://geoconnex.us/iow/demo/ME00130,ME00130,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01030002,https://geoconnex.us/nhdplusv2/reachcode/01030002002778
20,NA,NA,NA,NA,01030003000321,10.926326840238005,2012-03-07T00:00:00Z,2022-03-01T01:26:15Z,0,,1,6b515348-bb15-45c9-9d81-4b4a2d8f97f5,NA,NA,250,7.61317,1,250,1,1,01030003000321,0,44.84666667,-69.75916667,https://geoconnex.us/iow/demo/ME00118,ME00118,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01030003,https://geoconnex.us/nhdplusv2/reachcode/01030003000321
21,NA,NA,NA,NA,01030003000323,6.477390448723462,2012-03-07T00:00:00Z,2022-03-01T01:26:26Z,0,,1,b376054f-d319-4254-b84b-5710eb658c3f,Kennebec River,NA,250,22.3872,1,250,1,1,01030003000323,0,44.7648,-69.7214,https://geoconnex.us/iow/demo/ME00085,ME00085,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01030003,https://geoconnex.us/nhdplusv2/reachcode/01030003000323
22,NA,NA,NA,NA,01030003000326,25.61143714362518,2016-01-26T11:36:37Z,2022-03-01T01:26:26Z,0,,1,1b46ed40-8c15-47a4-b117-2b0a493a89a6,Kennebec River,NA,250,67.5671,1,250,1,1,01030003000326,4.88948,44.792882,-69.885975,https://geoconnex.us/iow/demo/ME00086,ME00086,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01030003,https://geoconnex.us/nhdplusv2/reachcode/01030003000326
23,NA,NA,NA,NA,01030003000489,92.70277552839877,2012-03-07T00:00:00Z,2022-03-01T01:26:29Z,0,,1,e1afae8f-f2de-43fb-b3a3-d1c0d0398d99,Little Norridgewock Stream,NA,250,1.76733,1,250,1,1,01030003000489,0,44.551045,-70.086835,https://geoconnex.us/iow/demo/ME00122,ME00122,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01030003,https://geoconnex.us/nhdplusv2/reachcode/01030003000489
24,NA,NA,NA,NA,01030003000537,24.293370317679493,2012-03-07T00:00:00Z,2022-03-01T01:26:16Z,0,,1,18d27513-9492-4a5d-aa6b-b8d9e728467a,Belgrade Stream,NA,250,18.812,1,250,1,1,01030003000537,0,44.432843,-69.901989,https://geoconnex.us/iow/demo/ME00468,ME00468,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01030003,https://geoconnex.us/nhdplusv2/reachcode/01030003000537
25,NA,NA,NA,NA,01010004003723,98.80679479021859,2012-03-07T00:00:00Z,2022-03-01T01:26:21Z,0,,1,a3644d1f-560f-40fe-b4c5-68f081cc585a,NA,NA,250,1.14534,1,250,1,1,01030003000789,0,46.626254,-68.011404,https://geoconnex.us/iow/demo/ME00302,ME00302,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01010004,https://geoconnex.us/nhdplusv2/reachcode/01030003000789
26,NA,NA,NA,NA,01030003000789,5.671304729897351,2019-05-03T14:31:36Z,2022-03-01T01:26:28Z,0,,1,07c742fd-ca45-4dfd-a6a9-efa9b7a37dd2,NA,NA,250,12.2432,1,250,1,1,01030003000789,0,44.278279,-70.032894,https://geoconnex.us/iow/demo/ME00101,ME00101,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01030003,https://geoconnex.us/nhdplusv2/reachcode/01030003000789
27,NA,NA,NA,NA,01030003003914,22.393861337444427,2012-03-07T00:00:00Z,2022-03-01T01:26:29Z,0,,1,71779ab2-2d2c-4f7b-a9fa-90b79c6c8b7f,Kennebec River,NA,250,10.813,1,250,1,1,01030003001833,18.0713,44.959751,-69.869723,https://geoconnex.us/iow/demo/ME00088,ME00088,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01030003,https://geoconnex.us/nhdplusv2/reachcode/01030003001833
28,NA,NA,NA,NA,01030003002738,34.857976230450184,2015-03-19T11:16:03Z,2022-03-01T01:26:29Z,0,,1,8d9e26af-5dc0-4e23-a640-f9b841199882,East Branch Sebasticook River,NA,250,31.4644,1,250,1,1,01030003002738,0,44.839821,-69.276004,https://geoconnex.us/iow/demo/ME00115,ME00115,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01030003,https://geoconnex.us/nhdplusv2/reachcode/01030003002738
29,NA,NA,NA,NA,01030003000528,99.75392764499527,2012-03-07T00:00:00Z,2022-03-01T01:26:29Z,0,,1,cf22f355-55d4-461e-90cc-9a125dee4860,Messalonskee Stream,NA,250,6.3151,1,250,1,1,01030003002797,0,44.5399,-69.7219,https://geoconnex.us/iow/demo/ME00106,ME00106,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01030003,https://geoconnex.us/nhdplusv2/reachcode/01030003002797
30,NA,NA,NA,NA,01030003000561,86.44345380008824,2012-03-07T00:00:00Z,2022-03-01T01:26:30Z,0,,1,f1f298f0-541b-406d-828b-37c4f0737d23,Cobbosseecontee Stream,NA,250,8.9471,1,250,1,1,01030003002853,0,44.278644,-69.886796,https://geoconnex.us/iow/demo/ME00096,ME00096,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01030003,https://geoconnex.us/nhdplusv2/reachcode/01030003002853
31,NA,NA,NA,NA,1030003002999,0,NA,NA,NA,NA,0,NA,Kennebec River,NA,0,0,0,0,0,0,01030003002999,0,45.069742,-69.906313,https://geoconnex.us/iow/demo/ME00089,ME00089,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01030003,https://geoconnex.us/nhdplusv2/reachcode/01030003002999
32,NA,NA,NA,NA,01040002008473,99.47886192435942,2021-06-22T13:04:49Z,2022-03-01T01:26:30Z,0,,1,c4e98022-5417-4d04-9a08-a6e7b21b5df6,Androscoggin River,NA,250,5.58666,1,250,1,1,01040001000006,10.75794,44.4084,-71.1952,https://geoconnex.us/iow/demo/NH00191,NH00191,https://geoconnex.us/ref/states/33,https://geoconnex.us/ref/hu08/01040001,https://geoconnex.us/nhdplusv2/reachcode/01040001000006
33,NA,NA,NA,NA,01040001000043,90.04524878324222,2012-03-02T00:00:00Z,2022-03-01T01:26:30Z,0,,1,90809942-6c76-4653-89cf-9ae18f317a96,Rapid River,NA,250,29.6895,1,250,1,1,01040001003431,0,44.7759,-70.9207,https://geoconnex.us/iow/demo/ME00025,ME00025,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01040001,https://geoconnex.us/nhdplusv2/reachcode/01040001003431
34,NA,NA,NA,NA,01040001001835,53.46438361878629,2012-03-02T00:00:00Z,2022-03-01T01:26:30Z,0,,1,969a162f-89b5-4873-b92d-4df12bc64236,Kennebago River,NA,250,22.4025,1,250,1,1,01040001003439,0,44.8818,-70.864,https://geoconnex.us/iow/demo/ME00026,ME00026,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01040001,https://geoconnex.us/nhdplusv2/reachcode/01040001003439
35,NA,NA,NA,NA,01040002000007,25.93802525997929,2012-03-03T00:00:00Z,2022-03-01T01:26:19Z,0,,1,4cd0e7f6-8b2e-4d89-af8f-7c485f60a0f6,Androscoggin River,NA,250,45.2823,1,250,1,1,01040002000007,10.44906,43.9939,-70.0636,https://geoconnex.us/iow/demo/ME00004,ME00004,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01040002,https://geoconnex.us/nhdplusv2/reachcode/01040002000007
36,NA,NA,NA,NA,01040002002095,79.52462553709783,2012-03-03T00:00:00Z,2022-03-01T01:26:31Z,0,,1,bee8f930-387a-4e60-bd8e-61e32bdb531e,Androscoggin River,NA,250,36.5652,1,250,1,1,01040002000031,0,44.502436,-70.250136,https://geoconnex.us/iow/demo/ME00011,ME00011,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01040002,https://geoconnex.us/nhdplusv2/reachcode/01040002000031
37,NA,NA,NA,NA,01040002000158,95.73407384123084,2012-03-03T00:00:00Z,2022-03-01T01:26:31Z,0,,1,5e6474fe-d8df-47ea-82bb-b170c0af1392,Little Androscoggin River,NA,250,35.7212,1,250,1,1,01040002000158,4.63325,44.0786,-70.2354,https://geoconnex.us/iow/demo/ME83013,ME83013,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01040002,https://geoconnex.us/nhdplusv2/reachcode/01040002000158
38,NA,NA,NA,NA,01040002000163,73.57063212749947,2012-03-03T00:00:00Z,2022-03-01T01:26:31Z,0,,1,54d01379-6b8d-46c3-ad71-95728edc23c4,Little Androscoggin River,NA,250,57.2528,1,250,1,1,01040002000163,0,44.1111,-70.3917,https://geoconnex.us/iow/demo/ME00379,ME00379,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01040002,https://geoconnex.us/nhdplusv2/reachcode/01040002000163
39,NA,NA,NA,NA,01020001000048,99.78405246440583,2012-03-07T00:00:00Z,2022-03-01T01:26:33Z,0,,1,dec0db61-e756-4ded-ac38-cb2a4b8147d9,Nesowadnehunk Stream,NA,250,33.3178,1,250,1,1,01040002000183,43.82375,46.020018,-69.069315,https://geoconnex.us/iow/demo/ME00207,ME00207,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01020001,https://geoconnex.us/nhdplusv2/reachcode/01040002000183
40,NA,NA,NA,NA,01040002000179,28.379567509425268,2012-03-03T00:00:00Z,2022-03-01T01:26:32Z,0,,1,9a7a5a64-d26d-472f-aace-554490149bef,Little Androscoggin River,NA,250,10.1007,1,250,1,1,01040002000183,43.82375,44.222494,-70.509399,https://geoconnex.us/iow/demo/ME00295,ME00295,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01040002,https://geoconnex.us/nhdplusv2/reachcode/01040002000183
41,NA,NA,NA,NA,01040002000748,18.633875,2012-03-03T00:00:00Z,2022-03-01T01:26:32Z,0,,1,7df3bbb3-18af-461f-8fae-27f32a99a8af,Androscoggin River,NA,250,23.1283,1,250,1,1,01040002000748,0,44.136229,-70.201899,https://geoconnex.us/iow/demo/ME00006,ME00006,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01040002,https://geoconnex.us/nhdplusv2/reachcode/01040002000748
42,NA,NA,NA,NA,01040002000011,99.88936141414246,2012-03-03T00:00:00Z,2022-03-01T01:26:32Z,0,,1,fc8c6bb2-809b-49bb-8176-4c0d6c40dd45,Sabattus River,NA,250,0.0837675,1,250,1,1,01040002007735,0,44.122279,-70.10791,https://geoconnex.us/iow/demo/ME00014,ME00014,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01040002,https://geoconnex.us/nhdplusv2/reachcode/01040002007735
43,NA,NA,NA,NA,01040002008068,35.62691479675941,2013-02-21T11:54:45Z,2022-03-01T01:26:32Z,0,,1,37748cc9-f44c-47d8-90bf-c498afa0d2fc,Dead River,NA,250,1.16517,1,250,1,1,01040002008093,0,44.348133,-70.067926,https://geoconnex.us/iow/demo/ME00370,ME00370,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01040002,https://geoconnex.us/nhdplusv2/reachcode/01040002008093
44,NA,NA,NA,NA,01050001010973,95.5373944969747,2015-05-15T13:18:23Z,2022-03-01T01:26:33Z,0,,1,38c2a486-d1ff-4872-9711-add1ac3cf729,St. Croix River,NA,250,32.1835,1,250,1,1,01050001000016,76.53665,45.5693,-67.4279,https://geoconnex.us/iow/demo/ME00220,ME00220,NA,https://geoconnex.us/ref/hu08/01050001,https://geoconnex.us/nhdplusv2/reachcode/01050001000016
45,NA,NA,NA,NA,01050001010481,35.59987188066644,2015-05-15T13:18:10Z,2022-03-01T01:26:34Z,0,,1,2464ead7-fd0f-447b-9bdd-df1d609b807f,Forest City Stream,NA,250,15.9309,1,250,1,1,01050001000926,0,45.664647,-67.734155,https://geoconnex.us/iow/demo/ME00221,ME00221,NA,https://geoconnex.us/ref/hu08/01050001,https://geoconnex.us/nhdplusv2/reachcode/01050001000926
46,NA,NA,NA,NA,01050001001977,21.722595708262652,2020-03-25T11:59:12Z,2022-03-01T01:26:33Z,0,,1,da739a70-cd94-4cb3-9696-1ade72daf003,NA,NA,250,28.5339,1,250,1,1,01050002002391,0,45.2115,-67.9703,https://geoconnex.us/iow/demo/ME00602,ME00602,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01050001,https://geoconnex.us/nhdplusv2/reachcode/01050002002391
47,NA,NA,NA,NA,01050002006041,99.9754074199581,2012-03-07T00:00:00Z,2022-03-01T01:26:34Z,0,,1,e9a89c7f-1151-482a-965e-4194f0a776c7,Chain Lake Stream,NA,250,4.71771,1,250,1,1,01050002002391,0,44.951252,-67.7116,https://geoconnex.us/iow/demo/ME00718,ME00718,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01050002,https://geoconnex.us/nhdplusv2/reachcode/01050002002391
48,NA,NA,NA,NA,01050003000052,99.25203402993488,2012-03-07T00:00:00Z,2022-03-01T01:26:35Z,0,,1,6b11bd3b-c57e-4393-bbba-3218cee860e6,Saint George River,NA,250,13.5091,1,250,1,1,01050003006238,0,44.376371,-69.267759,https://geoconnex.us/iow/demo/ME00249,ME00249,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01050003,https://geoconnex.us/nhdplusv2/reachcode/01050003006238
49,NA,NA,NA,NA,01050004001346,6.532543726786067,2014-05-20T13:56:22Z,2022-03-01T01:26:34Z,0,,1,0b383a42-77e1-4853-b04b-e4b83ac5f61e,NA,NA,250,0.879451,1,250,1,1,01050004002577,0,44.771339,-67.263572,https://geoconnex.us/iow/demo/ME00399,ME00399,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01050004,https://geoconnex.us/nhdplusv2/reachcode/01050004002577
50,NA,NA,NA,NA,1050004002726,0,NA,NA,NA,NA,0,NA,Cathance Stream,NA,0,0,0,0,0,0,01050004002726,0,44.938007,-67.380216,https://geoconnex.us/iow/demo/ME00716,ME00716,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01050004,https://geoconnex.us/nhdplusv2/reachcode/01050004002726
51,NA,NA,NA,NA,01060001000379,28.616558510400623,2018-07-10T11:34:06Z,2022-03-01T01:26:27Z,0,,1,16105769-8ac7-4691-9d06-353ecc6058a8,Stroudwater River,NA,250,17.206,1,250,1,1,01060001000379,0,43.656488,-70.310691,https://geoconnex.us/iow/demo/ME00311,ME00311,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01060001,https://geoconnex.us/nhdplusv2/reachcode/01060001000379
52,NA,NA,NA,NA,01060001006990,20.47016514079697,2012-03-03T00:00:00Z,2022-03-01T01:26:27Z,0,,1,ad8b4c65-6a18-42f3-8b79-283c0183033f,Presumpscot River,NA,250,25.9606,1,250,1,1,01060001001472,0,43.8302,-70.455,https://geoconnex.us/iow/demo/ME00070,ME00070,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01060001,https://geoconnex.us/nhdplusv2/reachcode/01060001001472
53,NA,NA,NA,NA,01060002005526,75.83064949517887,2020-03-31T12:05:37Z,2022-03-01T01:26:27Z,0,,1,b6d9a0a7-1793-4db2-9b2f-0efdd0b94fa1,Ellis River,NA,250,42.038,1,250,1,1,01060002000123,0,44.1261,-71.1905,https://geoconnex.us/iow/demo/NH00580,NH00580,https://geoconnex.us/ref/states/33,https://geoconnex.us/ref/hu08/01060002,https://geoconnex.us/nhdplusv2/reachcode/01060002000123
54,NA,NA,NA,NA,01060002008099,2.3143600177927,2013-05-30T11:12:05Z,2022-03-01T01:26:27Z,0,,1,43c2fc48-c7f3-4446-bb9a-c4c2d41197b7,Little Ossipee River,NA,250,27.2827,1,250,1,1,01060002002419,0,43.6649,-70.7231,https://geoconnex.us/iow/demo/ME00039,ME00039,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01060002,https://geoconnex.us/nhdplusv2/reachcode/01060002002419
55,NA,NA,NA,NA,01060003004862,81.35157304664381,2012-03-15T00:00:00Z,2022-03-01T01:26:27Z,0,,1,7cf070e2-90b2-42ab-aed9-d8ecd02b2dff,Salmon Falls River,NA,250,68.0442,1,250,1,1,01060003000092,13.12135,43.2648,-70.8637,https://geoconnex.us/iow/demo/NH00127,NH00127,https://geoconnex.us/ref/states/33,https://geoconnex.us/ref/hu08/01060003,https://geoconnex.us/nhdplusv2/reachcode/01060003000092
56,NA,NA,NA,NA,01060003000112,98.5440182077836,2012-03-15T00:00:00Z,2022-03-01T01:26:28Z,0,,1,a2bf509b-717a-40e2-a2eb-afb96c2788d0,Salmon Falls River,NA,250,33.2525,1,250,1,1,01060003002619,0,43.4136,-70.9872,https://geoconnex.us/iow/demo/NH00320,NH00320,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01060003,https://geoconnex.us/nhdplusv2/reachcode/01060003002619
57,NA,NA,NA,NA,01060003003681,24.051103733111237,2012-03-15T00:00:00Z,2022-03-01T01:26:28Z,0,,1,6386c7cc-1a7c-4b1e-9a55-871f7c7b9167,Salmon Falls River,NA,250,6.17285,1,250,1,1,01060003002633,0,43.5096,-70.9546,https://geoconnex.us/iow/demo/NH00323,NH00323,https://geoconnex.us/ref/states/23,https://geoconnex.us/ref/hu08/01060003,https://geoconnex.us/nhdplusv2/reachcode/01060003002633
58,NA,NA,NA,NA,01070001001652,83.35082075589911,2012-06-11T13:19:18Z,2022-03-01T01:26:36Z,0,,1,9f06cd79-6013-437d-ab81-9996715b52a9,NA,NA,250,50.3149,1,250,1,1,01070001000016,0,44.0372,-71.6741,https://geoconnex.us/iow/demo/NH00590,NH00590,https://geoconnex.us/ref/states/33,https://geoconnex.us/ref/hu08/01070001,https://geoconnex.us/nhdplusv2/reachcode/01070001000016
59,NA,NA,NA,NA,01070001001302,16.14389542208155,2012-03-03T00:00:00Z,2022-03-01T01:26:28Z,0,,1,61204aab-a1c3-40a9-af08-0da3eaac35ba,Salmon Brook,NA,250,86.4516,1,250,1,1,01070001003613,0,43.4868,-71.6497,https://geoconnex.us/iow/demo/NH00177,NH00177,https://geoconnex.us/ref/states/33,https://geoconnex.us/ref/hu08/01070001,https://geoconnex.us/nhdplusv2/reachcode/01070001003613
60,NA,NA,NA,NA,01070001002639,75.49575,2012-03-03T00:00:00Z,2022-03-01T01:26:36Z,0,,1,c881609f-aa10-4e72-9bf2-b5a601483d13,NA,NA,250,112.175,1,250,1,1,01070001003614,0,43.468947822,-71.659306638,https://geoconnex.us/iow/demo/NH00003,NH00003,https://geoconnex.us/ref/states/33,https://geoconnex.us/ref/hu08/01070001,https://geoconnex.us/nhdplusv2/reachcode/01070001003614
